File,Line,Begin Offset,End Offset,Type
train_document.txt,1752,30,102,Plot
train_document.txt,1753,24,26,Opinion
train_document.txt,1753,39,54,Year
train_document.txt,1753,69,81,Actor
train_document.txt,1753,87,100,Actor
train_document.txt,1754,12,24,Actor
train_document.txt,1754,30,41,Actor
train_document.txt,1754,55,164,Plot
train_document.txt,1755,5,11,Genre
train_document.txt,1755,34,75,Quote
train_document.txt,1756,19,61,Plot
train_document.txt,1756,72,77,Year
train_document.txt,1757,62,74,Actor
train_document.txt,1757,76,134,Plot
train_document.txt,1758,19,44,Genre
train_document.txt,1758,56,75,Plot
train_document.txt,1758,77,101,Character_Name
train_document.txt,1758,103,109,Plot
train_document.txt,1758,111,125,Character_Name
train_document.txt,1759,0,25,Actor
train_document.txt,1759,31,46,Actor
train_document.txt,1759,48,95,Plot
train_document.txt,1759,105,108,Year
train_document.txt,1760,26,155,Plot
train_document.txt,1761,8,13,Genre
train_document.txt,1761,25,136,Plot
train_document.txt,1762,5,8,Year
train_document.txt,1762,30,51,Origin
train_document.txt,1762,65,94,Plot
train_document.txt,1763,34,45,Actor
train_document.txt,1763,53,86,Plot
train_document.txt,1764,6,9,Year
train_document.txt,1764,11,16,Genre
train_document.txt,1764,47,65,Director
train_document.txt,1764,73,84,Actor
train_document.txt,1764,95,107,Character_Name
train_document.txt,1764,112,188,Plot
train_document.txt,1765,8,11,Year
train_document.txt,1765,20,78,Plot
train_document.txt,1765,80,91,Character_Name
train_document.txt,1765,93,118,Plot
train_document.txt,1766,13,16,Year
train_document.txt,1766,18,22,Genre
train_document.txt,1766,29,36,Genre
train_document.txt,1766,53,141,Plot
train_document.txt,1767,10,15,Genre
train_document.txt,1767,34,47,Director
train_document.txt,1767,57,80,Actor
train_document.txt,1767,86,98,Actor
train_document.txt,1768,21,32,Genre
train_document.txt,1768,45,56,Actor
train_document.txt,1768,61,134,Plot
train_document.txt,1769,28,52,Actor
train_document.txt,1769,58,68,Actor
train_document.txt,1769,88,100,Plot
train_document.txt,1770,8,12,Character_Name
train_document.txt,1770,14,74,Plot
train_document.txt,1771,0,20,Origin
train_document.txt,1771,34,51,Plot
train_document.txt,1771,58,69,Genre
train_document.txt,1771,79,93,Actor
train_document.txt,1771,99,109,Actor
train_document.txt,1772,23,111,Plot
train_document.txt,1773,27,40,Actor
train_document.txt,1773,48,104,Plot
train_document.txt,1774,6,9,Year
train_document.txt,1774,11,31,Genre
train_document.txt,1774,49,65,Director
train_document.txt,1774,79,92,Actor
train_document.txt,1774,98,114,Actor
train_document.txt,1775,5,12,Genre
train_document.txt,1775,34,47,Director
train_document.txt,1775,58,111,Plot
train_document.txt,1776,20,31,Genre
train_document.txt,1776,38,41,Year
train_document.txt,1776,49,60,Actor
train_document.txt,1776,62,91,Plot
train_document.txt,1777,0,15,Actor
train_document.txt,1777,20,40,Plot
train_document.txt,1777,50,53,Year
train_document.txt,1777,73,89,Actor
train_document.txt,1778,5,8,Year
train_document.txt,1778,25,33,Actor
train_document.txt,1778,42,93,Plot
train_document.txt,1779,0,10,Actor
train_document.txt,1779,18,27,Director
train_document.txt,1779,61,79,Character_Name
train_document.txt,1779,152,155,Year
train_document.txt,1780,5,10,Opinion
train_document.txt,1780,12,15,Year
train_document.txt,1780,31,91,Plot
train_document.txt,1781,68,102,Plot
train_document.txt,1782,10,15,Origin
train_document.txt,1782,17,24,Genre
train_document.txt,1782,45,48,Year
train_document.txt,1782,58,71,Plot
train_document.txt,1782,85,95,Director
train_document.txt,1783,5,16,Director
train_document.txt,1783,30,40,Actor
train_document.txt,1783,45,49,Character_Name
train_document.txt,1783,55,67,Actor
train_document.txt,1783,72,79,Character_Name
train_document.txt,1784,32,61,Origin
train_document.txt,1784,74,84,Actor
train_document.txt,1785,12,15,Year
train_document.txt,1785,43,54,Director
train_document.txt,1785,69,80,Actor
train_document.txt,1785,85,94,Character_Name
train_document.txt,1786,26,145,Plot
train_document.txt,1787,12,28,Director
train_document.txt,1787,56,64,Actor
train_document.txt,1787,72,117,Plot
train_document.txt,1788,8,11,Year
train_document.txt,1788,27,42,Actor
train_document.txt,1789,0,25,Actor
train_document.txt,1789,31,45,Actor
train_document.txt,1789,55,104,Plot
train_document.txt,1790,0,42,Actor
train_document.txt,1790,48,57,Actor
train_document.txt,1790,68,145,Plot
train_document.txt,1791,17,23,Character_Name
train_document.txt,1791,25,78,Plot
train_document.txt,1792,11,22,Director
train_document.txt,1792,36,104,Plot
train_document.txt,1793,33,36,Year
train_document.txt,1794,5,8,Year
train_document.txt,1794,10,29,Genre
train_document.txt,1794,34,92,Origin
train_document.txt,1795,16,21,Genre
train_document.txt,1795,30,49,Plot
train_document.txt,1796,18,46,Origin
train_document.txt,1796,54,110,Plot
train_document.txt,1797,2,7,Opinion
train_document.txt,1797,9,16,Genre
train_document.txt,1797,28,33,Director
train_document.txt,1797,49,106,Plot
train_document.txt,1798,5,8,Year
train_document.txt,1798,10,15,Genre
train_document.txt,1798,26,37,Actor
train_document.txt,1798,42,106,Plot
train_document.txt,1799,10,13,Year
train_document.txt,1799,30,38,Actor
train_document.txt,1799,44,56,Actor
train_document.txt,1799,62,81,Actor
train_document.txt,1799,97,104,Plot
train_document.txt,1800,30,35,Genre
train_document.txt,1800,48,96,Plot
train_document.txt,1801,65,68,Year
train_document.txt,1801,83,106,Actor
train_document.txt,1801,112,122,Actor
train_document.txt,1802,23,29,Genre
train_document.txt,1802,37,121,Plot
train_document.txt,1803,12,15,Year
train_document.txt,1803,17,27,Director
train_document.txt,1803,29,39,Genre
train_document.txt,1803,47,102,Plot
train_document.txt,1804,21,114,Plot
train_document.txt,1805,28,37,Actor
train_document.txt,1805,48,91,Plot
train_document.txt,1806,17,208,Plot
train_document.txt,1807,30,42,Plot
train_document.txt,1807,44,69,Origin
train_document.txt,1807,81,110,Plot
train_document.txt,1808,11,19,Director
train_document.txt,1808,32,92,Plot
train_document.txt,1810,9,14,Genre
train_document.txt,1810,44,57,Character_Name
train_document.txt,1810,59,84,Plot
train_document.txt,1811,35,70,Origin
train_document.txt,1811,81,107,Plot
train_document.txt,1812,12,15,Year
train_document.txt,1812,35,49,Director
train_document.txt,1812,57,114,Plot
train_document.txt,1813,21,102,Plot
train_document.txt,1814,0,69,Plot
train_document.txt,1814,71,84,Character_Name
train_document.txt,1814,103,106,Year
train_document.txt,1815,22,37,Director
train_document.txt,1815,47,70,Plot
train_document.txt,1815,82,92,Actor
train_document.txt,1815,97,143,Plot
train_document.txt,1816,8,11,Year
train_document.txt,1816,23,33,Actor
train_document.txt,1816,50,58,Actor
train_document.txt,1817,5,8,Year
train_document.txt,1817,10,14,Genre
train_document.txt,1817,58,91,Award
train_document.txt,1818,17,27,Actor
train_document.txt,1818,34,126,Plot
train_document.txt,1819,36,71,Quote
train_document.txt,1819,86,96,Actor
train_document.txt,1820,0,3,Year
train_document.txt,1820,5,10,Genre
train_document.txt,1820,28,38,Director
train_document.txt,1821,0,3,Year
train_document.txt,1821,5,15,Opinion
train_document.txt,1821,22,77,Plot
train_document.txt,1822,0,3,Year
train_document.txt,1822,5,13,Director
train_document.txt,1822,27,60,Plot
train_document.txt,1823,0,3,Year
train_document.txt,1823,21,32,Actor
train_document.txt,1823,38,50,Actor
train_document.txt,1823,55,104,Plot
train_document.txt,1824,2,5,Year
train_document.txt,1824,7,17,Genre
train_document.txt,1824,22,37,Director
train_document.txt,1825,2,5,Year
train_document.txt,1825,21,32,Actor
train_document.txt,1825,39,67,Plot
train_document.txt,1825,85,103,Director
train_document.txt,1826,2,5,Year
train_document.txt,1826,16,27,Genre
train_document.txt,1826,41,54,Director
train_document.txt,1826,69,101,Actor
train_document.txt,1826,107,122,Actor
train_document.txt,1827,2,5,Year
train_document.txt,1827,22,33,Actor
train_document.txt,1827,35,78,Opinion
train_document.txt,1828,2,5,Year
train_document.txt,1828,7,19,Genre
train_document.txt,1828,29,108,Plot
train_document.txt,1829,2,5,Year
train_document.txt,1829,7,21,Genre
train_document.txt,1829,29,59,Plot
train_document.txt,1830,2,5,Year
train_document.txt,1830,7,12,Genre
train_document.txt,1830,22,115,Plot
train_document.txt,1831,2,5,Year
train_document.txt,1831,7,54,Genre
train_document.txt,1831,61,100,Origin
train_document.txt,1832,0,90,Plot
train_document.txt,1832,112,115,Year
train_document.txt,1832,117,122,Genre
train_document.txt,1832,133,146,Actor
train_document.txt,1833,2,25,Genre
train_document.txt,1833,39,92,Plot
train_document.txt,1834,2,15,Genre
train_document.txt,1834,43,129,Plot
train_document.txt,1835,2,17,Soundtrack
train_document.txt,1835,71,83,Director
train_document.txt,1836,2,91,Plot
train_document.txt,1836,101,104,Year
train_document.txt,1836,106,112,Genre
train_document.txt,1837,2,18,Genre
train_document.txt,1837,25,28,Year
train_document.txt,1837,47,59,Actor
train_document.txt,1837,61,124,Plot
train_document.txt,1838,2,17,Genre
train_document.txt,1838,27,37,Actor
train_document.txt,1838,42,46,Character_Name
train_document.txt,1838,52,124,Plot
train_document.txt,1839,10,13,Year
train_document.txt,1839,15,43,Genre
train_document.txt,1839,53,57,Actor
train_document.txt,1839,62,107,Plot
train_document.txt,1840,2,8,Opinion
train_document.txt,1840,10,18,Genre
train_document.txt,1840,28,77,Plot
train_document.txt,1841,2,8,Opinion
train_document.txt,1841,10,18,Genre
train_document.txt,1841,34,46,Character_Name
train_document.txt,1841,48,96,Plot
train_document.txt,1842,2,8,Opinion
train_document.txt,1842,10,15,Director
train_document.txt,1842,28,102,Plot
train_document.txt,1843,2,8,Opinion
train_document.txt,1843,27,39,Actor
train_document.txt,1843,68,71,Year
train_document.txt,1843,90,101,Opinion
train_document.txt,1844,2,8,Genre
train_document.txt,1844,10,18,Director
train_document.txt,1844,30,45,Opinion
train_document.txt,1844,47,125,Plot
train_document.txt,1845,0,109,Plot
train_document.txt,1845,119,122,Year
train_document.txt,1845,124,129,Genre
train_document.txt,1845,140,149,Actor
train_document.txt,1846,2,14,Director
train_document.txt,1846,36,70,Plot
train_document.txt,1846,81,92,Actor
train_document.txt,1847,2,7,Genre
train_document.txt,1847,15,21,Plot
train_document.txt,1847,28,31,Plot
train_document.txt,1847,39,102,Plot
train_document.txt,1848,2,14,Genre
train_document.txt,1848,24,43,Plot
train_document.txt,1849,2,58,Plot
train_document.txt,1849,72,75,Year
train_document.txt,1849,77,108,Award
train_document.txt,1850,2,13,Origin
train_document.txt,1850,29,39,Genre
train_document.txt,1850,57,112,Plot
train_document.txt,1851,0,99,Plot
train_document.txt,1852,0,102,Plot
train_document.txt,1852,124,127,Year
train_document.txt,1852,129,133,Genre
train_document.txt,1853,7,13,Genre
train_document.txt,1853,32,40,Actor
train_document.txt,1853,46,60,Actor
train_document.txt,1853,78,84,Genre
train_document.txt,1853,99,112,Soundtrack
train_document.txt,1854,2,13,Genre
train_document.txt,1854,20,33,Director
train_document.txt,1854,40,96,Plot
train_document.txt,1855,2,13,Opinion
train_document.txt,1855,34,106,Plot
train_document.txt,1856,2,18,Genre
train_document.txt,1856,29,45,Actor
train_document.txt,1856,52,104,Plot
train_document.txt,1857,0,91,Plot
train_document.txt,1857,98,107,Actor
train_document.txt,1858,0,104,Plot
train_document.txt,1858,126,129,Year
train_document.txt,1858,146,158,Actor
train_document.txt,1859,2,11,Genre
train_document.txt,1859,13,50,Plot
train_document.txt,1859,56,129,Opinion
train_document.txt,1860,0,106,Plot
train_document.txt,1861,9,22,Genre
train_document.txt,1861,27,36,Director
train_document.txt,1861,47,78,Plot
train_document.txt,1862,11,18,Genre
train_document.txt,1862,50,68,Plot
train_document.txt,1862,70,74,Character_Name
train_document.txt,1862,76,122,Plot
train_document.txt,1863,120,124,Genre
train_document.txt,1863,126,155,Plot
train_document.txt,1864,2,6,Genre
train_document.txt,1864,28,99,Plot
train_document.txt,1865,2,15,Genre
train_document.txt,1865,38,90,Plot
train_document.txt,1866,0,87,Plot
train_document.txt,1867,0,73,Plot
train_document.txt,1868,0,17,Opinion
train_document.txt,1868,61,210,Plot
train_document.txt,1869,0,110,Plot
train_document.txt,1870,0,69,Plot
train_document.txt,1870,79,84,Genre
train_document.txt,1870,94,117,Actor
train_document.txt,1871,0,79,Plot
train_document.txt,1872,0,77,Plot
train_document.txt,1872,79,82,Character_Name
train_document.txt,1872,84,95,Plot
train_document.txt,1873,2,19,Genre
train_document.txt,1873,26,44,Actor
train_document.txt,1873,50,61,Actor
train_document.txt,1873,69,106,Plot
train_document.txt,1874,2,10,Opinion
train_document.txt,1874,12,17,Genre
train_document.txt,1874,22,32,Director
train_document.txt,1874,40,96,Plot
train_document.txt,1875,0,142,Plot
train_document.txt,1876,12,37,Origin
train_document.txt,1876,51,151,Plot
train_document.txt,1877,2,13,Opinion
train_document.txt,1877,62,76,Soundtrack
train_document.txt,1877,87,122,Plot
train_document.txt,1878,0,91,Plot
train_document.txt,1879,0,106,Plot
train_document.txt,1879,128,133,Director
train_document.txt,1879,135,141,Opinion
train_document.txt,1880,2,13,Opinion
train_document.txt,1880,15,20,Relationship
train_document.txt,1880,29,34,Director
train_document.txt,1880,42,103,Plot
train_document.txt,1881,13,16,Year
train_document.txt,1881,30,35,Genre
train_document.txt,1881,37,67,Origin
train_document.txt,1881,77,86,Actor
train_document.txt,1882,22,25,Year
train_document.txt,1883,0,125,Plot
train_document.txt,1884,0,75,Plot
train_document.txt,1885,0,126,Plot
train_document.txt,1885,148,151,Year
train_document.txt,1886,0,55,Plot
train_document.txt,1886,57,70,Actor
train_document.txt,1886,72,93,Plot
train_document.txt,1887,2,14,Director
train_document.txt,1887,16,27,Opinion
train_document.txt,1888,0,64,Plot
train_document.txt,1889,8,99,Plot
train_document.txt,1890,8,83,Plot
train_document.txt,1891,13,16,Year
train_document.txt,1891,18,67,Plot
train_document.txt,1891,78,91,Actor
train_document.txt,1892,16,19,Year
train_document.txt,1892,21,91,Plot
train_document.txt,1893,8,42,Relationship
train_document.txt,1893,51,62,Plot
train_document.txt,1893,64,68,Character_Name
train_document.txt,1893,70,152,Plot
train_document.txt,1894,8,121,Plot
train_document.txt,1895,17,30,Actor
train_document.txt,1895,36,54,Actor
train_document.txt,1895,56,95,Plot
train_document.txt,1896,17,33,Actor
train_document.txt,1896,59,104,Plot
train_document.txt,1897,17,29,Actor
train_document.txt,1897,34,84,Plot
train_document.txt,1898,17,25,Actor
train_document.txt,1898,33,75,Plot
train_document.txt,1899,16,20,Opinion
train_document.txt,1899,30,94,Plot
train_document.txt,1900,14,25,Actor
train_document.txt,1900,27,81,Plot
train_document.txt,1901,23,90,Plot
train_document.txt,1902,13,22,Actor
train_document.txt,1902,30,99,Plot
train_document.txt,1903,13,22,Actor
train_document.txt,1903,27,37,Genre
train_document.txt,1903,44,74,Plot
train_document.txt,1904,2,8,Genre
train_document.txt,1904,27,38,Actor
train_document.txt,1904,43,91,Plot
train_document.txt,1905,2,8,Genre
train_document.txt,1905,15,37,Origin
train_document.txt,1905,50,136,Plot
train_document.txt,1906,0,60,Plot
train_document.txt,1906,70,75,Year
train_document.txt,1907,0,198,Plot
train_document.txt,1908,2,124,Plot
train_document.txt,1908,134,153,Genre
train_document.txt,1909,2,6,Plot
train_document.txt,1909,10,18,Plot
train_document.txt,1909,22,94,Plot
train_document.txt,1909,104,163,Plot
train_document.txt,1909,173,176,Year
train_document.txt,1909,178,183,Relationship
train_document.txt,1909,192,205,Genre
train_document.txt,1910,0,10,Plot
train_document.txt,1910,22,31,Actor
train_document.txt,1910,33,143,Plot
train_document.txt,1911,0,37,Quote
train_document.txt,1911,73,76,Year
train_document.txt,1911,78,85,Origin
train_document.txt,1911,87,94,Genre
train_document.txt,1912,2,6,Director
train_document.txt,1912,76,78,Character_Name
train_document.txt,1912,84,88,Character_Name
train_document.txt,1913,2,6,Director
train_document.txt,1913,17,65,Plot
train_document.txt,1914,2,6,Director
train_document.txt,1914,22,71,Plot
train_document.txt,1915,0,57,Plot
train_document.txt,1915,82,92,Actor
train_document.txt,1915,98,109,Actor
train_document.txt,1916,65,68,Year
train_document.txt,1916,70,80,Genre
train_document.txt,1916,92,104,Actor
train_document.txt,1916,106,190,Plot
train_document.txt,1917,0,117,Plot
train_document.txt,1917,140,155,Director
train_document.txt,1918,2,13,Director
train_document.txt,1918,20,73,Plot
train_document.txt,1919,2,9,Genre
train_document.txt,1919,25,34,Origin
train_document.txt,1919,50,55,Opinion
train_document.txt,1919,67,101,Plot
train_document.txt,1920,2,6,Genre
train_document.txt,1920,54,103,Plot
train_document.txt,1921,2,7,Genre
train_document.txt,1921,25,35,Opinion
train_document.txt,1921,37,143,Plot
train_document.txt,1922,2,113,Plot
train_document.txt,1923,2,7,Relationship
train_document.txt,1923,14,24,Actor
train_document.txt,1923,32,38,Opinion
train_document.txt,1923,55,77,Opinion
train_document.txt,1924,2,18,Director
train_document.txt,1924,28,38,Genre
train_document.txt,1924,103,123,Plot
train_document.txt,1925,0,67,Plot
train_document.txt,1926,0,98,Plot
train_document.txt,1927,2,82,Plot
train_document.txt,1928,0,26,Plot
train_document.txt,1928,34,40,Opinion
train_document.txt,1928,100,103,Year
train_document.txt,1929,11,15,Opinion
train_document.txt,1929,17,22,Genre
train_document.txt,1929,33,43,Actor
train_document.txt,1929,49,58,Actor
train_document.txt,1929,63,103,Plot
train_document.txt,1930,0,87,Plot
train_document.txt,1931,18,27,Director
train_document.txt,1931,38,42,Character_Name
train_document.txt,1931,55,106,Plot
train_document.txt,1932,2,7,Genre
train_document.txt,1932,15,84,Plot
train_document.txt,1933,2,15,Genre
train_document.txt,1933,26,38,Actor
train_document.txt,1934,0,102,Plot
train_document.txt,1935,0,33,Plot
train_document.txt,1935,35,50,Character_Name
train_document.txt,1935,52,133,Plot
train_document.txt,1935,155,158,Year
train_document.txt,1935,160,165,Director
train_document.txt,1936,2,10,Genre
train_document.txt,1936,31,74,Plot
train_document.txt,1937,2,12,Genre
train_document.txt,1937,18,37,Opinion
train_document.txt,1937,51,57,Plot
train_document.txt,1938,27,33,Genre
train_document.txt,1938,44,79,Opinion
train_document.txt,1939,0,76,Plot
train_document.txt,1940,0,165,Plot
train_document.txt,1940,175,183,Director
train_document.txt,1941,2,8,Opinion
train_document.txt,1941,14,18,Opinion
train_document.txt,1941,20,31,Genre
train_document.txt,1941,36,52,Director
train_document.txt,1941,67,77,Actor
train_document.txt,1941,92,155,Plot
train_document.txt,1942,2,66,Plot
train_document.txt,1942,88,103,Director
train_document.txt,1942,119,128,Actor
train_document.txt,1942,134,147,Actor
train_document.txt,1943,2,82,Plot
train_document.txt,1944,0,146,Plot
train_document.txt,1945,2,40,Plot
train_document.txt,1945,50,53,Year
train_document.txt,1945,55,62,Genre
train_document.txt,1946,2,89,Plot
train_document.txt,1946,99,102,Year
train_document.txt,1946,104,110,Genre
train_document.txt,1947,0,81,Plot
train_document.txt,1948,2,67,Plot
train_document.txt,1949,0,90,Plot
train_document.txt,1949,105,133,Origin
train_document.txt,1950,2,72,Plot
train_document.txt,1950,82,85,Year
train_document.txt,1951,2,160,Plot
train_document.txt,1951,182,211,Genre
train_document.txt,1952,0,131,Plot
train_document.txt,1953,0,160,Plot
train_document.txt,1954,0,90,Plot
train_document.txt,1955,0,19,Actor
train_document.txt,1955,33,191,Plot
train_document.txt,1955,201,213,Genre
train_document.txt,1956,13,23,Actor
train_document.txt,1956,84,87,Year
train_document.txt,1957,13,24,Actor
train_document.txt,1957,33,36,Year
train_document.txt,1957,55,60,Character_Name
train_document.txt,1957,62,145,Plot
train_document.txt,1958,0,11,Actor
train_document.txt,1958,13,150,Plot
train_document.txt,1959,0,11,Actor
train_document.txt,1959,13,33,Plot
train_document.txt,1959,43,46,Year
train_document.txt,1959,48,53,Genre
train_document.txt,1959,69,80,Actor
train_document.txt,1960,8,128,Plot
train_document.txt,1960,150,153,Year
train_document.txt,1960,155,171,Director
train_document.txt,1961,45,116,Plot
train_document.txt,1962,6,12,Character_Name
train_document.txt,1962,14,30,Plot
train_document.txt,1962,32,37,Character_Name
train_document.txt,1962,39,83,Plot
train_document.txt,1962,85,96,Character_Name
train_document.txt,1962,98,131,Plot
train_document.txt,1962,133,139,Character_Name
train_document.txt,1962,141,148,Plot
train_document.txt,1963,34,48,Actor
train_document.txt,1963,155,161,Genre
train_document.txt,1963,163,176,Director
train_document.txt,1964,0,8,Actor
train_document.txt,1964,21,34,Plot
train_document.txt,1965,0,8,Actor
train_document.txt,1965,22,93,Plot
train_document.txt,1966,0,8,Actor
train_document.txt,1966,19,143,Plot
train_document.txt,1967,0,116,Plot
train_document.txt,1968,11,16,Genre
train_document.txt,1968,57,60,Genre
train_document.txt,1968,81,108,Opinion
train_document.txt,1968,131,148,Actor
train_document.txt,1969,14,19,Genre
train_document.txt,1969,34,65,Actor
train_document.txt,1969,89,97,Opinion
train_document.txt,1970,85,94,Actor
train_document.txt,1970,216,219,Year
train_document.txt,1970,221,223,Genre
train_document.txt,1971,9,22,Opinion
train_document.txt,1971,28,102,Plot
train_document.txt,1972,0,11,Actor
train_document.txt,1973,3,6,Year
train_document.txt,1973,17,24,Genre
train_document.txt,1973,31,95,Plot
train_document.txt,1974,3,28,Origin
train_document.txt,1974,50,138,Plot
train_document.txt,1975,3,100,Plot
train_document.txt,1975,110,113,Year
train_document.txt,1975,115,122,Genre
train_document.txt,1976,3,18,Director
train_document.txt,1976,20,26,Opinion
train_document.txt,1976,37,111,Plot
train_document.txt,1977,3,18,Director
train_document.txt,1977,20,25,Genre
train_document.txt,1977,41,79,Plot
train_document.txt,1978,3,15,Opinion
train_document.txt,1978,49,85,Plot
train_document.txt,1979,3,9,Genre
train_document.txt,1979,23,30,Character_Name
train_document.txt,1980,3,14,Genre
train_document.txt,1980,36,40,Opinion
train_document.txt,1980,50,95,Plot
train_document.txt,1981,3,10,Genre
train_document.txt,1981,27,129,Plot
train_document.txt,1982,3,10,Genre
train_document.txt,1982,24,113,Plot
train_document.txt,1983,0,83,Plot
train_document.txt,1983,93,96,Year
train_document.txt,1983,98,103,Genre
train_document.txt,1984,3,14,Year
train_document.txt,1984,31,43,Actor
train_document.txt,1984,48,80,Plot
train_document.txt,1984,85,96,Actor
train_document.txt,1985,3,6,Opinion
train_document.txt,1985,12,31,Genre
train_document.txt,1985,42,57,Director
train_document.txt,1985,65,108,Plot
train_document.txt,1986,0,20,Plot
train_document.txt,1986,22,37,Character_Name
train_document.txt,1986,39,149,Plot
train_document.txt,1986,171,174,Year
train_document.txt,1986,176,185,Director
train_document.txt,1987,3,10,Opinion
train_document.txt,1987,84,99,Opinion
train_document.txt,1987,132,165,Quote
train_document.txt,1988,0,127,Plot
train_document.txt,1988,149,152,Year
train_document.txt,1988,159,162,Genre
train_document.txt,1989,23,28,Genre
train_document.txt,1989,59,107,Plot
train_document.txt,1990,3,78,Plot
train_document.txt,1991,0,94,Plot
train_document.txt,1991,116,128,Director
train_document.txt,1992,3,8,Relationship
train_document.txt,1992,17,20,Year
train_document.txt,1992,24,30,Genre
train_document.txt,1992,42,75,Plot
train_document.txt,1992,87,98,Actor
train_document.txt,1993,19,34,Actor
train_document.txt,1993,36,81,Plot
train_document.txt,1993,93,105,Actor
train_document.txt,1994,18,27,Actor
train_document.txt,1994,37,118,Plot
train_document.txt,1995,20,31,Actor
train_document.txt,1995,50,61,Character_Name
train_document.txt,1995,67,128,Plot
train_document.txt,1996,0,13,Actor
train_document.txt,1996,52,83,Plot
train_document.txt,1997,0,7,Genre
train_document.txt,1997,15,39,Origin
train_document.txt,1997,47,101,Plot
train_document.txt,1998,0,9,Actor
train_document.txt,1998,20,159,Plot
train_document.txt,1999,0,12,Actor
train_document.txt,1999,28,33,Genre
train_document.txt,1999,43,91,Plot
train_document.txt,2000,0,14,Actor
train_document.txt,2000,186,189,Year
train_document.txt,2000,191,195,Genre
train_document.txt,2000,197,217,Origin
train_document.txt,2001,8,15,Genre
train_document.txt,2001,43,56,Director
train_document.txt,2001,71,139,Plot
train_document.txt,2002,22,25,Year
train_document.txt,2002,27,40,Actor
train_document.txt,2003,8,13,Relationship
train_document.txt,2003,21,26,Genre
train_document.txt,2003,40,85,Plot
train_document.txt,2004,0,15,Actor
train_document.txt,2004,32,48,Plot
train_document.txt,2004,58,81,Genre
train_document.txt,2004,83,89,Relationship
train_document.txt,2005,0,15,Actor
train_document.txt,2005,30,64,Plot
train_document.txt,2005,74,77,Year
train_document.txt,2005,79,103,Genre
train_document.txt,2006,0,20,Actor
train_document.txt,2006,24,143,Plot
train_document.txt,2007,0,20,Actor
train_document.txt,2007,27,52,Quote
train_document.txt,2007,62,85,Genre
train_document.txt,2007,92,95,Year
train_document.txt,2008,0,61,Plot
train_document.txt,2008,72,106,Relationship
train_document.txt,2009,0,3,Character_Name
train_document.txt,2009,5,121,Plot
train_document.txt,2009,143,146,Year
train_document.txt,2009,148,157,Genre
train_document.txt,2010,0,92,Plot
train_document.txt,2011,0,16,Actor
train_document.txt,2011,22,35,Actor
train_document.txt,2012,0,15,Actor
train_document.txt,2012,21,34,Actor
train_document.txt,2012,49,62,Director
train_document.txt,2012,76,117,Plot
train_document.txt,2013,0,27,Actor
train_document.txt,2013,33,46,Actor
train_document.txt,2013,64,79,Genre
train_document.txt,2013,93,109,Director
train_document.txt,2014,0,26,Origin
train_document.txt,2014,33,38,Genre
train_document.txt,2014,49,70,Plot
train_document.txt,2015,11,95,Plot
train_document.txt,2016,0,20,Origin
train_document.txt,2016,38,146,Plot
train_document.txt,2017,12,24,Origin
train_document.txt,2017,64,108,Plot
train_document.txt,2017,116,132,Relationship
train_document.txt,2017,195,204,Actor
train_document.txt,2018,0,36,Origin
train_document.txt,2018,38,51,Actor
train_document.txt,2018,62,90,Plot
train_document.txt,2018,96,129,Plot
train_document.txt,2018,139,142,Year
train_document.txt,2019,0,39,Origin
train_document.txt,2019,41,96,Plot
train_document.txt,2020,0,11,Actor
train_document.txt,2020,20,24,Award
train_document.txt,2020,46,65,Plot
train_document.txt,2020,75,78,Year
train_document.txt,2020,80,84,Genre
train_document.txt,2021,0,15,Actor
train_document.txt,2021,22,194,Plot
train_document.txt,2022,0,12,Actor
train_document.txt,2022,56,70,Actor
train_document.txt,2023,0,140,Plot
train_document.txt,2024,0,8,Actor
train_document.txt,2024,14,27,Actor
train_document.txt,2024,51,56,Plot
train_document.txt,2024,58,71,Genre
train_document.txt,2024,73,114,Plot
train_document.txt,2025,0,13,Actor
train_document.txt,2025,15,87,Plot
train_document.txt,2026,0,13,Actor
train_document.txt,2026,24,107,Plot
train_document.txt,2027,0,11,Opinion
train_document.txt,2027,13,21,Director
train_document.txt,2027,23,33,Genre
train_document.txt,2027,44,85,Actor
train_document.txt,2027,91,102,Actor
train_document.txt,2028,0,11,Actor
train_document.txt,2028,17,28,Actor
train_document.txt,2028,43,132,Plot
train_document.txt,2029,0,11,Actor
train_document.txt,2029,62,65,Year
train_document.txt,2029,67,72,Genre
train_document.txt,2029,83,94,Character_Name
train_document.txt,2030,0,11,Actor
train_document.txt,2030,38,128,Plot
train_document.txt,2031,12,34,Genre
train_document.txt,2031,57,152,Plot
train_document.txt,2032,0,13,Character_Name
train_document.txt,2032,19,23,Character_Name
train_document.txt,2032,29,65,Plot
train_document.txt,2032,75,78,Year
train_document.txt,2033,19,43,Opinion
train_document.txt,2033,50,61,Director
train_document.txt,2034,0,140,Plot
train_document.txt,2034,162,165,Year
train_document.txt,2034,172,186,Genre
train_document.txt,2035,52,128,Plot
train_document.txt,2036,32,76,Plot
train_document.txt,2037,39,57,Plot
train_document.txt,2038,42,92,Plot
train_document.txt,2039,17,35,Genre
train_document.txt,2039,47,103,Plot
train_document.txt,2040,21,24,Year
train_document.txt,2040,39,123,Plot
train_document.txt,2041,33,38,Director
train_document.txt,2041,46,58,Plot
train_document.txt,2041,69,73,Character_Name
